Number of Records,Session End Date,Session Start Date,Booking,Clickouts,Session,Session End Time,Session Start Time
1,30-12-1899,30-12-1899,0,2,20170503001402,05:06:26,05:03:11
1,30-12-1899,30-12-1899,0,2,20170503001871,05:06:29,05:04:23
1,30-12-1899,30-12-1899,0,2,20170503007192,05:08:01,05:06:04
1,30-12-1899,30-12-1899,0,2,20170503003925,05:08:15,05:06:26
1,30-12-1899,30-12-1899,0,2,20170503001968,05:09:31,05:07:34
1,30-12-1899,30-12-1899,0,2,20170503009694,05:09:58,05:05:34
1,30-12-1899,30-12-1899,0,2,20170503008236,05:10:14,05:08:34
1,30-12-1899,30-12-1899,0,2,20170503008450,05:10:27,05:07:55
1,30-12-1899,30-12-1899,0,2,20170503003536,05:11:13,05:09:16
1,30-12-1899,30-12-1899,0,2,20170503003667,05:11:31,05:09:39
1,30-12-1899,30-12-1899,0,2,20170503003472,05:11:53,05:09:31
1,30-12-1899,30-12-1899,0,2,20170503001045,05:11:55,05:07:12
1,30-12-1899,30-12-1899,0,2,20170503007922,05:12:07,05:10:16
1,30-12-1899,30-12-1899,0,2,20170503001698,05:12:15,05:08:49
1,30-12-1899,30-12-1899,0,2,20170503007595,05:12:32,05:09:44
1,30-12-1899,30-12-1899,0,2,20170503001831,05:12:54,05:11:00
1,30-12-1899,30-12-1899,0,2,20170503006364,05:13:21,05:09:02
1,30-12-1899,30-12-1899,0,2,20170503004402,05:14:57,05:10:17
1,30-12-1899,30-12-1899,0,2,20170503009145,05:15:48,05:13:22
1,30-12-1899,30-12-1899,0,2,20170503004607,05:16:31,05:13:33
1,30-12-1899,30-12-1899,0,2,20170503009126,05:16:39,05:13:22
1,30-12-1899,30-12-1899,0,2,20170503007852,05:17:21,05:15:01
1,30-12-1899,30-12-1899,0,2,20170503006111,05:17:27,05:13:14
1,30-12-1899,30-12-1899,0,2,20170503002023,05:17:27,05:15:51
1,30-12-1899,30-12-1899,0,2,20170503001243,05:17:28,05:12:15
1,30-12-1899,30-12-1899,0,2,20170503009903,05:17:28,05:14:50
1,30-12-1899,30-12-1899,0,2,20170503009124,05:17:33,05:16:00
1,30-12-1899,30-12-1899,0,2,20170503006299,05:17:36,05:14:40
1,30-12-1899,30-12-1899,0,2,20170503001702,05:17:56,05:15:47
1,30-12-1899,30-12-1899,0,2,20170503009208,05:18:36,05:17:32
1,30-12-1899,30-12-1899,0,2,20170503006581,05:19:09,05:16:17
1,30-12-1899,30-12-1899,0,2,20170503005041,05:19:26,05:14:16
1,30-12-1899,30-12-1899,0,2,20170503009960,05:19:56,05:17:08
1,30-12-1899,30-12-1899,0,2,20170503005486,05:20:12,05:16:27
1,30-12-1899,30-12-1899,0,2,20170503004052,05:21:03,05:18:42
1,30-12-1899,30-12-1899,0,2,20170503006197,05:21:07,05:19:30
1,30-12-1899,30-12-1899,0,2,20170503007075,05:21:12,05:19:10
1,30-12-1899,30-12-1899,0,2,20170503007854,05:21:14,05:16:57
1,30-12-1899,30-12-1899,0,2,20170503001878,05:21:36,05:18:58
1,30-12-1899,30-12-1899,0,2,20170503002175,05:22:24,05:19:19
1,30-12-1899,30-12-1899,0,2,20170503003717,05:23:06,05:19:21
1,30-12-1899,30-12-1899,0,2,20170503005993,05:23:27,05:21:20
1,30-12-1899,30-12-1899,0,2,20170503005095,05:24:22,05:20:30
1,30-12-1899,30-12-1899,0,2,20170503003799,05:25:05,05:23:37
1,30-12-1899,30-12-1899,0,2,20170503008326,05:25:12,05:22:02
1,30-12-1899,30-12-1899,0,2,20170503006941,05:26:42,05:23:04
1,30-12-1899,30-12-1899,0,2,20170503003412,05:27:37,05:24:25
1,30-12-1899,30-12-1899,0,2,20170503005058,05:27:44,05:24:04
1,30-12-1899,30-12-1899,0,2,20170503004698,05:28:02,05:25:26
1,30-12-1899,30-12-1899,0,2,20170503009438,05:28:43,05:26:18
1,30-12-1899,30-12-1899,0,2,20170503002699,05:28:58,05:26:44
1,30-12-1899,30-12-1899,0,2,20170503003435,05:30:30,05:27:09
1,30-12-1899,30-12-1899,0,2,20170503001485,05:30:33,05:26:29
1,30-12-1899,30-12-1899,0,2,20170503002523,05:30:49,05:27:51
1,30-12-1899,30-12-1899,0,2,20170503005337,05:31:42,05:29:25
1,30-12-1899,30-12-1899,0,2,20170503006920,05:31:47,05:29:14
1,30-12-1899,30-12-1899,0,2,20170503008390,05:31:50,05:29:39
1,30-12-1899,30-12-1899,0,2,20170503004243,05:32:14,05:28:38
1,30-12-1899,30-12-1899,0,2,20170503008700,05:32:35,05:28:58
1,30-12-1899,30-12-1899,0,2,20170503007682,05:32:37,05:30:05
1,30-12-1899,30-12-1899,0,2,20170503005298,05:32:40,05:29:55
1,30-12-1899,30-12-1899,0,2,20170503006289,05:32:51,05:30:24
1,30-12-1899,30-12-1899,0,2,20170503001323,05:33:01,05:28:39
1,30-12-1899,30-12-1899,0,2,20170503004842,05:33:05,05:29:29
1,30-12-1899,30-12-1899,0,2,20170503002099,05:33:44,05:30:32
1,30-12-1899,30-12-1899,0,2,20170503006576,05:35:27,05:34:02
1,30-12-1899,30-12-1899,0,2,20170503005042,05:35:28,05:32:24
1,30-12-1899,30-12-1899,0,2,20170503003886,05:37:06,05:32:41
1,30-12-1899,30-12-1899,0,2,20170503009119,05:37:29,05:34:40
1,30-12-1899,30-12-1899,0,2,20170503005764,05:38:24,05:35:04
1,30-12-1899,30-12-1899,0,2,20170503001399,05:38:29,05:34:19
1,30-12-1899,30-12-1899,0,2,20170503003684,05:38:31,05:35:55
1,30-12-1899,30-12-1899,0,2,20170503009582,05:39:01,05:34:42
1,30-12-1899,30-12-1899,0,2,20170503002544,05:40:11,05:37:23
1,30-12-1899,30-12-1899,0,2,20170503003037,05:40:28,05:38:42
1,30-12-1899,30-12-1899,0,2,20170503005745,05:41:43,05:40:32
1,30-12-1899,30-12-1899,0,2,20170503005775,05:42:52,05:37:27
1,30-12-1899,30-12-1899,0,2,20170503002558,05:43:15,05:41:41
1,30-12-1899,30-12-1899,0,2,20170503009614,05:43:51,05:40:23
1,30-12-1899,30-12-1899,0,2,20170503008867,05:43:55,05:42:01
1,30-12-1899,30-12-1899,0,2,20170503002691,05:44:03,05:39:55
1,30-12-1899,30-12-1899,0,2,20170503009643,05:44:11,05:41:19
1,30-12-1899,30-12-1899,0,2,20170503008394,05:44:22,05:41:20
1,30-12-1899,30-12-1899,0,2,20170503001734,05:45:17,05:41:19
1,30-12-1899,30-12-1899,0,2,20170503007101,05:46:02,05:42:52
1,30-12-1899,30-12-1899,0,2,20170503004411,05:46:39,05:44:07
1,30-12-1899,30-12-1899,0,2,20170503004147,05:48:19,05:44:24
1,30-12-1899,30-12-1899,0,2,20170503003818,05:48:47,05:46:48
1,30-12-1899,30-12-1899,0,2,20170503005900,05:49:24,05:46:17
1,30-12-1899,30-12-1899,0,2,20170503006280,05:50:45,05:48:13
1,30-12-1899,30-12-1899,0,2,20170503006961,05:50:46,05:48:13
1,30-12-1899,30-12-1899,0,2,20170503004619,05:51:07,05:46:56
1,30-12-1899,30-12-1899,0,2,20170503002528,05:51:07,05:49:17
1,30-12-1899,30-12-1899,0,2,20170503009774,05:51:41,05:48:33
1,30-12-1899,30-12-1899,0,2,20170503007470,05:52:43,05:50:07
1,30-12-1899,30-12-1899,0,2,20170503007794,05:52:47,05:51:07
1,30-12-1899,30-12-1899,0,2,20170503002938,05:52:57,05:49:44
1,30-12-1899,30-12-1899,0,2,20170503006693,05:53:23,05:49:36
1,30-12-1899,30-12-1899,0,2,20170503007254,05:54:06,05:50:57
1,30-12-1899,30-12-1899,0,2,20170503003705,05:54:09,05:50:52
1,30-12-1899,30-12-1899,0,2,20170503001076,05:54:25,05:48:47
1,30-12-1899,30-12-1899,0,2,20170503007635,05:55:23,05:51:20
1,30-12-1899,30-12-1899,0,2,20170503002311,05:55:38,05:51:07
1,30-12-1899,30-12-1899,0,2,20170503006393,05:55:38,05:51:38
1,30-12-1899,30-12-1899,0,2,20170503009633,05:55:43,05:53:34
1,30-12-1899,30-12-1899,0,2,20170503003996,05:55:54,05:53:35
1,30-12-1899,30-12-1899,0,2,20170503001396,05:56:16,05:54:06
1,30-12-1899,30-12-1899,0,2,20170503004249,05:56:22,05:53:09
1,30-12-1899,30-12-1899,0,2,20170503009313,05:57:53,05:54:40
1,30-12-1899,30-12-1899,0,2,20170503006180,05:58:20,05:56:08
1,30-12-1899,30-12-1899,0,2,20170503006723,05:58:26,05:54:39
1,30-12-1899,30-12-1899,0,2,20170503008859,05:58:28,05:55:39
1,30-12-1899,30-12-1899,0,2,20170503001062,05:58:59,05:55:50
1,30-12-1899,30-12-1899,0,2,20170503008110,05:59:04,05:56:25
1,30-12-1899,30-12-1899,0,2,20170503003055,05:59:28,05:56:34
1,30-12-1899,30-12-1899,0,2,20170503005549,05:59:47,05:57:47
1,30-12-1899,30-12-1899,0,2,20170503008637,05:59:50,05:55:14
1,30-12-1899,30-12-1899,0,2,20170503008853,06:00:27,05:57:51
1,30-12-1899,30-12-1899,0,2,20170503004479,06:00:27,05:59:04
1,30-12-1899,30-12-1899,0,2,20170503007298,06:00:38,05:58:13
1,30-12-1899,30-12-1899,0,2,20170503006129,06:02:29,06:00:05
1,30-12-1899,30-12-1899,0,2,20170503006095,06:02:44,05:59:07
1,30-12-1899,30-12-1899,0,2,20170503004189,06:02:45,05:59:40
1,30-12-1899,30-12-1899,0,2,20170503008969,06:04:22,06:01:44
1,30-12-1899,30-12-1899,0,2,20170503008277,06:04:28,06:02:31
1,30-12-1899,30-12-1899,0,2,20170503003638,06:05:21,06:02:45
1,30-12-1899,30-12-1899,0,2,20170503003323,06:05:22,06:02:16
1,30-12-1899,30-12-1899,0,2,20170503001526,06:05:27,06:01:47
1,30-12-1899,30-12-1899,0,2,20170503001673,06:05:32,06:02:10
1,30-12-1899,30-12-1899,0,2,20170503006401,06:06:03,06:01:29
1,30-12-1899,30-12-1899,0,2,20170503006975,06:06:34,06:02:09
1,30-12-1899,30-12-1899,0,2,20170503008024,06:07:12,06:04:19
1,30-12-1899,30-12-1899,0,2,20170503009226,06:08:11,06:04:37
1,30-12-1899,30-12-1899,0,2,20170503001913,06:08:51,06:04:54
1,30-12-1899,30-12-1899,0,2,20170503004282,06:08:54,06:06:40
1,30-12-1899,30-12-1899,0,2,20170503007117,06:08:59,06:04:35
1,30-12-1899,30-12-1899,0,2,20170503004730,06:09:30,06:05:00
1,30-12-1899,30-12-1899,0,2,20170503002400,06:09:39,06:06:51
1,30-12-1899,30-12-1899,0,2,20170503004566,06:10:14,06:05:44
1,30-12-1899,30-12-1899,0,2,20170503003792,06:10:32,06:06:41
1,30-12-1899,30-12-1899,0,2,20170503005040,06:10:48,06:07:04
1,30-12-1899,30-12-1899,0,2,20170503006986,06:10:52,06:08:56
1,30-12-1899,30-12-1899,0,2,20170503006627,06:10:59,06:09:34
1,30-12-1899,30-12-1899,0,2,20170503005537,06:11:02,06:08:34
1,30-12-1899,30-12-1899,0,2,20170503004996,06:11:14,06:09:01
1,30-12-1899,30-12-1899,0,2,20170503004599,06:11:29,06:06:36
1,30-12-1899,30-12-1899,0,2,20170503008565,06:12:34,06:10:47
1,30-12-1899,30-12-1899,0,2,20170503009099,06:12:49,06:08:27
1,30-12-1899,30-12-1899,0,2,20170503005083,06:15:07,06:10:55
1,30-12-1899,30-12-1899,0,2,20170503002344,06:16:07,06:10:58
1,30-12-1899,30-12-1899,0,2,20170503001232,06:16:19,06:12:48
1,30-12-1899,30-12-1899,0,2,20170503005932,06:16:30,06:13:49
1,30-12-1899,30-12-1899,0,2,20170503004716,06:16:47,06:14:43
1,30-12-1899,30-12-1899,0,2,20170503008307,06:19:07,06:16:02
1,30-12-1899,30-12-1899,0,2,20170503001353,06:19:16,06:16:39
1,30-12-1899,30-12-1899,0,2,20170503008815,06:19:38,06:18:41
1,30-12-1899,30-12-1899,0,2,20170503002386,06:19:43,06:18:02
1,30-12-1899,30-12-1899,0,2,20170503004664,06:20:30,06:19:10
1,30-12-1899,30-12-1899,0,2,20170503007999,06:20:35,06:15:55
1,30-12-1899,30-12-1899,0,2,20170503008903,06:20:41,06:18:47
1,30-12-1899,30-12-1899,0,2,20170503002454,06:20:59,06:19:35
1,30-12-1899,30-12-1899,0,2,20170503007832,06:21:29,06:18:38
1,30-12-1899,30-12-1899,0,2,20170503008080,06:21:59,06:19:00
1,30-12-1899,30-12-1899,0,2,20170503001028,06:22:14,06:19:09
1,30-12-1899,30-12-1899,0,2,20170503002645,06:22:24,06:19:27
1,30-12-1899,30-12-1899,0,2,20170503003139,06:22:51,06:20:52
1,30-12-1899,30-12-1899,0,2,20170503001927,06:23:54,06:20:49
1,30-12-1899,30-12-1899,0,2,20170503007711,06:24:06,06:22:08
1,30-12-1899,30-12-1899,0,2,20170503003288,06:24:35,06:21:01
1,30-12-1899,30-12-1899,0,2,20170503005068,06:26:39,06:21:47
1,30-12-1899,30-12-1899,0,2,20170503002340,06:27:04,06:25:00
1,30-12-1899,30-12-1899,0,2,20170503008276,06:27:46,06:22:41
1,30-12-1899,30-12-1899,0,2,20170503004283,06:28:00,06:24:46
1,30-12-1899,30-12-1899,0,2,20170503001964,06:30:01,06:27:41
1,30-12-1899,30-12-1899,0,2,20170503006247,06:30:34,06:27:12
1,30-12-1899,30-12-1899,0,2,20170503004467,06:30:35,06:27:56
1,30-12-1899,30-12-1899,0,2,20170503009616,06:30:59,06:28:20
1,30-12-1899,30-12-1899,0,2,20170503005557,06:31:54,06:29:37
1,30-12-1899,30-12-1899,0,2,20170503006671,06:32:12,06:28:59
1,30-12-1899,30-12-1899,0,2,20170503005982,06:32:59,06:29:15
1,30-12-1899,30-12-1899,0,2,20170503002343,06:33:17,06:31:03
1,30-12-1899,30-12-1899,0,2,20170503002799,06:33:40,06:31:41
1,30-12-1899,30-12-1899,0,2,20170503002893,06:33:46,06:32:10
1,30-12-1899,30-12-1899,0,2,20170503006369,06:34:20,06:31:12
1,30-12-1899,30-12-1899,0,2,20170503009649,06:34:22,06:30:35
1,30-12-1899,30-12-1899,0,2,20170503002394,06:34:47,06:31:49
1,30-12-1899,30-12-1899,0,2,20170503006661,06:35:25,06:31:55
1,30-12-1899,30-12-1899,0,2,20170503007404,06:36:08,06:32:28
1,30-12-1899,30-12-1899,0,2,20170503005396,06:36:11,06:31:26
1,30-12-1899,30-12-1899,0,2,20170503003362,06:36:49,06:32:24
1,30-12-1899,30-12-1899,0,2,20170503007399,06:36:56,06:31:42
1,30-12-1899,30-12-1899,0,2,20170503001130,06:37:08,06:32:47
1,30-12-1899,30-12-1899,0,2,20170503001465,06:37:38,06:34:14
1,30-12-1899,30-12-1899,0,2,20170503005714,06:37:45,06:34:37
1,30-12-1899,30-12-1899,0,2,20170503007788,06:38:30,06:35:43
1,30-12-1899,30-12-1899,0,2,20170503004130,06:38:49,06:36:28
1,30-12-1899,30-12-1899,0,2,20170503007959,06:39:28,06:36:46
1,30-12-1899,30-12-1899,0,2,20170503006169,06:40:24,06:39:48
1,30-12-1899,30-12-1899,0,2,20170503006011,06:40:25,06:36:47
1,30-12-1899,30-12-1899,0,2,20170503005648,06:41:18,06:37:38
1,30-12-1899,30-12-1899,0,2,20170503004176,06:41:25,06:38:02
1,30-12-1899,30-12-1899,0,2,20170503006019,06:42:52,06:40:43
1,30-12-1899,30-12-1899,0,2,20170503003000,06:42:57,06:39:38
1,30-12-1899,30-12-1899,0,2,20170503003701,06:44:33,06:41:18
1,30-12-1899,30-12-1899,0,2,20170503009693,06:44:48,06:42:45
1,30-12-1899,30-12-1899,0,2,20170503006327,06:44:53,06:44:14
1,30-12-1899,30-12-1899,0,2,20170503008896,06:45:25,06:41:23
1,30-12-1899,30-12-1899,0,2,20170503005160,06:45:26,06:41:15
1,30-12-1899,30-12-1899,0,2,20170503009209,06:46:57,06:44:08
1,30-12-1899,30-12-1899,0,2,20170503009748,06:46:58,06:45:07
1,30-12-1899,30-12-1899,0,2,20170503006676,06:47:06,06:43:54
1,30-12-1899,30-12-1899,0,2,20170503001176,06:48:45,06:45:17
1,30-12-1899,30-12-1899,0,2,20170503005995,06:49:26,06:47:48
1,30-12-1899,30-12-1899,0,2,20170503009865,06:50:17,06:48:40
1,30-12-1899,30-12-1899,0,2,20170503003401,06:51:13,06:47:52
1,30-12-1899,30-12-1899,0,2,20170503004762,06:52:20,06:49:10
1,30-12-1899,30-12-1899,0,2,20170503009376,06:52:22,06:51:12
1,30-12-1899,30-12-1899,0,2,20170503009973,06:52:29,06:50:16
1,30-12-1899,30-12-1899,0,2,20170503004973,06:52:37,06:50:23
1,30-12-1899,30-12-1899,0,2,20170503005301,06:53:17,06:50:52
1,30-12-1899,30-12-1899,0,2,20170503002284,06:53:26,06:50:48
1,30-12-1899,30-12-1899,0,2,20170503001071,06:53:33,06:49:06
1,30-12-1899,30-12-1899,0,2,20170503008934,06:53:44,06:50:04
1,30-12-1899,30-12-1899,0,2,20170503003338,06:55:39,06:53:46
1,30-12-1899,30-12-1899,0,2,20170503003839,06:55:48,06:54:36
1,30-12-1899,30-12-1899,0,2,20170503005739,06:56:29,06:51:46
1,30-12-1899,30-12-1899,0,2,20170503006893,06:58:36,06:54:49
1,30-12-1899,30-12-1899,0,2,20170503005747,06:58:39,06:54:03
1,30-12-1899,30-12-1899,0,2,20170503008170,06:58:58,06:56:39
1,30-12-1899,30-12-1899,0,2,20170503003245,06:59:03,06:55:14
1,30-12-1899,30-12-1899,0,2,20170503005054,06:59:25,06:56:24
1,30-12-1899,30-12-1899,0,2,20170503005492,07:00:00,06:58:08
1,30-12-1899,30-12-1899,0,2,20170503005137,07:01:01,06:57:53
1,30-12-1899,30-12-1899,0,2,20170503004800,07:01:06,06:57:40
1,30-12-1899,30-12-1899,0,2,20170503005625,07:03:14,07:00:59
1,30-12-1899,30-12-1899,0,2,20170503006585,07:03:39,07:00:15
1,30-12-1899,30-12-1899,0,2,20170503004158,07:03:46,07:01:21
1,30-12-1899,30-12-1899,0,2,20170503003525,07:04:20,07:00:48
1,30-12-1899,30-12-1899,0,2,20170503005545,07:05:07,07:03:00
1,30-12-1899,30-12-1899,0,2,20170503003075,07:05:18,07:00:43
1,30-12-1899,30-12-1899,0,2,20170503005835,07:08:22,07:05:09
1,30-12-1899,30-12-1899,0,2,20170503006754,07:08:47,07:04:56
1,30-12-1899,30-12-1899,0,2,20170503003220,07:09:10,07:07:32
1,30-12-1899,30-12-1899,0,2,20170503001959,07:10:21,07:07:44
1,30-12-1899,30-12-1899,0,2,20170503003882,07:11:15,07:08:42
1,30-12-1899,30-12-1899,0,2,20170503006782,07:11:37,07:08:12
1,30-12-1899,30-12-1899,0,2,20170503006421,07:11:42,07:08:00
1,30-12-1899,30-12-1899,0,2,20170503009741,07:11:52,07:09:08
1,30-12-1899,30-12-1899,0,2,20170503001861,07:12:34,07:09:39
1,30-12-1899,30-12-1899,0,2,20170503001580,07:14:33,07:11:57
1,30-12-1899,30-12-1899,0,2,20170503002878,07:14:55,07:12:54
1,30-12-1899,30-12-1899,0,2,20170503004310,07:15:56,07:12:00
1,30-12-1899,30-12-1899,0,2,20170503009240,07:16:01,07:12:38
1,30-12-1899,30-12-1899,0,2,20170503004879,07:16:59,07:14:39
1,30-12-1899,30-12-1899,0,2,20170503009014,07:17:22,07:12:09
1,30-12-1899,30-12-1899,0,2,20170503006808,07:18:09,07:15:13
1,30-12-1899,30-12-1899,0,2,20170503007239,07:18:17,07:15:28
1,30-12-1899,30-12-1899,0,2,20170503002484,07:18:22,07:14:48
1,30-12-1899,30-12-1899,0,2,20170503009652,07:19:10,07:15:39
1,30-12-1899,30-12-1899,0,2,20170503003734,07:20:07,07:15:46
1,30-12-1899,30-12-1899,0,2,20170503003027,07:20:29,07:18:14
1,30-12-1899,30-12-1899,0,2,20170503001743,07:20:55,07:18:00
1,30-12-1899,30-12-1899,0,2,20170503002252,07:21:25,07:16:02
1,30-12-1899,30-12-1899,0,2,20170503008998,07:22:10,07:19:20
1,30-12-1899,30-12-1899,0,2,20170503009936,07:22:24,07:20:02
1,30-12-1899,30-12-1899,0,2,20170503007107,07:22:36,07:19:51
1,30-12-1899,30-12-1899,0,2,20170503006231,07:23:22,07:21:10
1,30-12-1899,30-12-1899,0,2,20170503007562,07:24:24,07:21:51
1,30-12-1899,30-12-1899,0,2,20170503002116,07:25:08,07:23:23
1,30-12-1899,30-12-1899,0,2,20170503005753,07:25:29,07:23:29
1,30-12-1899,30-12-1899,0,2,20170503007449,07:25:40,07:21:26
1,30-12-1899,30-12-1899,0,2,20170503003163,07:25:44,07:21:24
1,30-12-1899,30-12-1899,0,2,20170503006789,07:25:50,07:23:39
1,30-12-1899,30-12-1899,0,2,20170503001516,07:27:23,07:22:34
1,30-12-1899,30-12-1899,0,2,20170503008499,07:28:04,07:23:29
1,30-12-1899,30-12-1899,0,2,20170503001483,07:28:35,07:24:45
1,30-12-1899,30-12-1899,0,2,20170503007758,07:28:48,07:26:44
1,30-12-1899,30-12-1899,0,2,20170503004963,07:29:32,07:26:00
1,30-12-1899,30-12-1899,0,2,20170503007602,07:29:46,07:26:40
1,30-12-1899,30-12-1899,0,2,20170503001781,07:30:26,07:26:27
1,30-12-1899,30-12-1899,0,2,20170503001445,07:30:36,07:25:58
1,30-12-1899,30-12-1899,0,2,20170503005360,07:30:40,07:25:52
1,30-12-1899,30-12-1899,0,2,20170503006469,07:30:54,07:28:22
1,30-12-1899,30-12-1899,0,2,20170503005909,07:31:04,07:26:59
1,30-12-1899,30-12-1899,0,2,20170503001435,07:31:54,07:28:19
1,30-12-1899,30-12-1899,0,2,20170503006219,07:32:00,07:29:21
1,30-12-1899,30-12-1899,0,2,20170503004524,07:32:02,07:28:56
1,30-12-1899,30-12-1899,0,2,20170503007305,07:32:18,07:30:09
1,30-12-1899,30-12-1899,0,2,20170503004871,07:32:20,07:30:58
1,30-12-1899,30-12-1899,0,2,20170503005062,07:32:24,07:28:46
1,30-12-1899,30-12-1899,0,2,20170503008805,07:33:49,07:29:08
1,30-12-1899,30-12-1899,0,2,20170503007244,07:34:01,07:31:49
1,30-12-1899,30-12-1899,0,2,20170503001767,07:34:32,07:32:02
1,30-12-1899,30-12-1899,0,2,20170503004956,07:34:50,07:31:02
1,30-12-1899,30-12-1899,0,2,20170503001181,07:35:14,07:30:32
1,30-12-1899,30-12-1899,0,2,20170503004384,07:35:45,07:32:17
1,30-12-1899,30-12-1899,0,2,20170503007205,07:36:07,07:32:37
1,30-12-1899,30-12-1899,0,2,20170503004367,07:36:46,07:34:22
1,30-12-1899,30-12-1899,0,2,20170503005646,07:37:05,07:32:55
1,30-12-1899,30-12-1899,0,2,20170503006645,07:37:13,07:34:39
1,30-12-1899,30-12-1899,0,2,20170503008255,07:37:32,07:32:59
1,30-12-1899,30-12-1899,0,2,20170503008203,07:37:33,07:34:59
1,30-12-1899,30-12-1899,0,2,20170503009603,07:38:13,07:33:57
1,30-12-1899,30-12-1899,0,2,20170503009155,07:38:30,07:36:09
1,30-12-1899,30-12-1899,0,2,20170503007207,07:39:14,07:38:15
1,30-12-1899,30-12-1899,0,2,20170503009671,07:39:50,07:36:23
1,30-12-1899,30-12-1899,0,2,20170503009315,07:40:27,07:38:32
1,30-12-1899,30-12-1899,0,2,20170503004507,07:40:30,07:37:59
1,30-12-1899,30-12-1899,0,2,20170503003798,07:40:39,07:39:15
1,30-12-1899,30-12-1899,0,2,20170503004925,07:41:11,07:39:46
1,30-12-1899,30-12-1899,0,2,20170503001017,07:41:20,07:37:57
1,30-12-1899,30-12-1899,0,2,20170503009193,07:43:37,07:41:12
1,30-12-1899,30-12-1899,0,2,20170503007085,07:43:49,07:40:19
1,30-12-1899,30-12-1899,0,2,20170503005906,07:44:14,07:41:59
1,30-12-1899,30-12-1899,0,2,20170503002822,07:46:02,07:43:51
1,30-12-1899,30-12-1899,0,2,20170503006580,07:46:07,07:43:36
1,30-12-1899,30-12-1899,0,2,20170503004743,07:46:49,07:44:48
1,30-12-1899,30-12-1899,0,2,20170503004866,07:47:43,07:45:57
1,30-12-1899,30-12-1899,0,2,20170503007442,07:48:18,07:45:43
1,30-12-1899,30-12-1899,0,2,20170503009135,07:48:58,07:44:32
1,30-12-1899,30-12-1899,0,2,20170503002720,07:49:30,07:45:29
1,30-12-1899,30-12-1899,0,2,20170503007183,07:49:31,07:45:20
1,30-12-1899,30-12-1899,0,2,20170503002939,07:49:51,07:45:28
1,30-12-1899,30-12-1899,0,2,20170503009254,07:49:51,07:46:12
1,30-12-1899,30-12-1899,0,2,20170503001849,07:50:34,07:45:18
1,30-12-1899,30-12-1899,0,2,20170503005720,07:51:08,07:46:59
1,30-12-1899,30-12-1899,0,2,20170503002322,07:51:12,07:49:19
1,30-12-1899,30-12-1899,0,2,20170503009369,07:52:05,07:50:03
1,30-12-1899,30-12-1899,0,2,20170503005667,07:52:32,07:50:52
1,30-12-1899,30-12-1899,0,2,20170503004188,07:52:39,07:49:27
1,30-12-1899,30-12-1899,0,2,20170503008107,07:54:12,07:53:27
1,30-12-1899,30-12-1899,0,2,20170503003910,07:54:23,07:52:39
1,30-12-1899,30-12-1899,0,2,20170503009823,07:54:49,07:50:03
1,30-12-1899,30-12-1899,0,2,20170503009680,07:54:50,07:52:13
1,30-12-1899,30-12-1899,0,2,20170503006884,07:57:19,07:53:20
1,30-12-1899,30-12-1899,0,2,20170503009664,07:58:05,07:55:22
1,30-12-1899,30-12-1899,0,2,20170503009218,07:59:04,07:57:14
1,30-12-1899,30-12-1899,0,2,20170503004876,08:00:40,07:56:21
1,30-12-1899,30-12-1899,0,2,20170503001371,08:01:34,07:59:54
1,30-12-1899,30-12-1899,0,2,20170503003201,08:02:32,08:00:28
1,30-12-1899,30-12-1899,0,2,20170503007221,08:02:37,08:00:54
1,30-12-1899,30-12-1899,0,2,20170503002835,08:03:01,07:59:28
1,30-12-1899,30-12-1899,0,2,20170503004756,08:03:01,08:00:12
1,30-12-1899,30-12-1899,0,2,20170503001966,08:03:03,08:00:22
1,30-12-1899,30-12-1899,0,2,20170503003459,08:03:04,08:00:22
1,30-12-1899,30-12-1899,0,2,20170503009020,08:03:04,08:00:26
1,30-12-1899,30-12-1899,0,2,20170503009842,08:03:24,08:00:23
1,30-12-1899,30-12-1899,0,2,20170503005379,08:03:31,08:00:55
1,30-12-1899,30-12-1899,0,2,20170503001178,08:03:54,08:01:13
1,30-12-1899,30-12-1899,0,2,20170503001832,08:04:30,08:01:51
1,30-12-1899,30-12-1899,0,2,20170503009098,08:04:51,08:03:45
1,30-12-1899,30-12-1899,0,2,20170503009326,08:05:18,08:00:52
1,30-12-1899,30-12-1899,0,2,20170503003207,08:05:43,08:00:34
1,30-12-1899,30-12-1899,0,2,20170503004987,08:05:51,08:03:28
1,30-12-1899,30-12-1899,0,2,20170503008439,08:06:10,08:03:50
1,30-12-1899,30-12-1899,0,2,20170503005864,08:06:15,08:04:20
1,30-12-1899,30-12-1899,0,2,20170503006825,08:06:31,08:04:48
1,30-12-1899,30-12-1899,0,2,20170503001675,08:06:38,08:02:32
1,30-12-1899,30-12-1899,0,2,20170503001843,08:06:40,08:03:45
1,30-12-1899,30-12-1899,0,2,20170503004027,08:07:36,08:04:48
1,30-12-1899,30-12-1899,0,2,20170503008284,08:07:52,08:05:03
1,30-12-1899,30-12-1899,0,2,20170503003988,08:08:54,08:06:15
1,30-12-1899,30-12-1899,0,2,20170503002353,08:09:30,08:05:36
1,30-12-1899,30-12-1899,0,2,20170503004026,08:09:32,08:05:35
1,30-12-1899,30-12-1899,0,2,20170503008907,08:09:46,08:07:57
1,30-12-1899,30-12-1899,0,2,20170503008219,08:10:06,08:07:35
1,30-12-1899,30-12-1899,0,2,20170503001688,08:10:23,08:08:06
